date,production
09/27/1996,286638
09/20/1996,291751
09/13/1996,290575
09/6/1996,292562
08/30/1996,295650
08/23/1996,300715
08/16/1996,291014
08/9/1996,289134
08/2/1996,290295
07/26/1996,292972
07/19/1996,291857
07/12/1996,295695
07/5/1996,298222
06/28/1996,296562
06/21/1996,289709
06/14/1996,288853
06/7/1996,291863
05/31/1996,293515
05/24/1996,281578
05/17/1996,280450
05/10/1996,284902
05/3/1996,286604
04/26/1996,279424
04/19/1996,279794
04/12/1996,283823
04/5/1996,282424
03/29/1996,280124
03/22/1996,282187
03/15/1996,283404
03/8/1996,288673
03/1/1996,280448
02/23/1996,283723
02/16/1996,283380
02/9/1996,286440
02/2/1996,288674
01/26/1996,291084
01/19/1996,292829
01/12/1996,288551
01/5/1996,285623
12/29/1995,284591
12/22/1995,294817
12/15/1995,300674
12/8/1995,294812
12/1/1995,299072
11/24/1995,302184
11/17/1995,296105
11/10/1995,286496
11/3/1995,288122
10/27/1995,284831
10/20/1995,283307
10/13/1995,281131
10/6/1995,281156
09/29/1995,285540
09/22/1995,290595
09/15/1995,291145
09/8/1995,292052
09/1/1995,296654
08/25/1995,289233
08/18/1995,286280
08/11/1995,293670
08/4/1995,291165
07/28/1995,298034
07/21/1995,295085
07/14/1995,301968
07/7/1995,301985
06/30/1995,303160
06/23/1995,299434
06/16/1995,306901
06/9/1995,307390
06/2/1995,307943
05/26/1995,310099
05/19/1995,313118
05/12/1995,317267
05/5/1995,316444
04/28/1995,318365
04/21/1995,322472
04/14/1995,319450
04/7/1995,318266
03/31/1995,321069
03/24/1995,313308
03/17/1995,309258
03/10/1995,308719
03/3/1995,308234
02/24/1995,305268
02/17/1995,310839
02/10/1995,303476
02/3/1995,309810
01/27/1995,306583
01/20/1995,306864
01/13/1995,313278
01/6/1995,314560
12/30/1994,312846
12/23/1994,320236
12/16/1994,319550
12/9/1994,320205
12/2/1994,321693
11/25/1994,321739
11/18/1994,324211
11/11/1994,327189
11/4/1994,327917
10/28/1994,328905
10/21/1994,319570
10/14/1994,321399
10/7/1994,316959
09/30/1994,317891
09/23/1994,314620
09/16/1994,308725
09/9/1994,307270
09/2/1994,307532
08/26/1994,307717
08/19/1994,310161
08/12/1994,312998
08/5/1994,309883
07/29/1994,312403
07/22/1994,318255
07/15/1994,314998
07/8/1994,311816
07/1/1994,311642
06/24/1994,310699
06/17/1994,307220
06/10/1994,308787
06/3/1994,311596
05/27/1994,316080
05/20/1994,317174
05/13/1994,315520
05/6/1994,316458
04/29/1994,322151
04/22/1994,321241
04/15/1994,321163
04/8/1994,319232
04/1/1994,318717
03/25/1994,318641
03/18/1994,323772
03/11/1994,311869
03/4/1994,316945
02/25/1994,309328
02/18/1994,316510
02/11/1994,313482
02/4/1994,317837
01/28/1994,314011
01/21/1994,310921
01/14/1994,316399
01/7/1994,316593
12/31/1993,323542
12/24/1993,330079
12/17/1993,330247
12/10/1993,327837
12/3/1993,321509
11/26/1993,316131
11/19/1993,314738
11/12/1993,320250
11/5/1993,315239
10/29/1993,318584
10/22/1993,316800
10/15/1993,309375
10/8/1993,314249
10/1/1993,309991
09/24/1993,312084
09/17/1993,321610
09/10/1993,321821
09/3/1993,320499
08/27/1993,326782
08/20/1993,325426
08/13/1993,330153
08/6/1993,334659
07/30/1993,333639
07/23/1993,338056
07/16/1993,343583
07/9/1993,335417
07/2/1993,331995
06/25/1993,340315
06/18/1993,334025
06/11/1993,324772
06/4/1993,332686
05/28/1993,334383
05/21/1993,338201
05/14/1993,335087
05/7/1993,329635
04/30/1993,328945
04/23/1993,326248
04/16/1993,325153
04/9/1993,334413
04/2/1993,322889
03/26/1993,322220
03/19/1993,314322
03/12/1993,327504
03/5/1993,321897
02/26/1993,315969
02/19/1993,308086
02/12/1993,318408
02/5/1993,311717
01/29/1993,308108
01/22/1993,306106
01/15/1993,307272
01/8/1993,299341
01/1/1993,301973
12/25/1992,301053
12/18/1992,312842
12/11/1992,313161
12/4/1992,307589
11/27/1992,308640
11/20/1992,307093
11/13/1992,301537
11/6/1992,308578
10/30/1992,314967
10/23/1992,311561
10/16/1992,310536
10/9/1992,308292
10/2/1992,309071
09/25/1992,306213
09/18/1992,310947
09/11/1992,310111
09/4/1992,310794
08/28/1992,308645
08/21/1992,316097
08/14/1992,311493
08/7/1992,312486
07/31/1992,314258
07/24/1992,308467
07/17/1992,308493
07/10/1992,314858
07/3/1992,312195
06/26/1992,313189
06/19/1992,324093
06/12/1992,330394
06/5/1992,329598
05/29/1992,328776
05/22/1992,331422
05/15/1992,336011
05/8/1992,334716
05/1/1992,335376
04/24/1992,333922
04/17/1992,333120
04/10/1992,330314
04/3/1992,321859
03/27/1992,325460
03/20/1992,330980
03/13/1992,327449
03/6/1992,332894
02/28/1992,326596
02/21/1992,319575
02/14/1992,316400
02/7/1992,318207
01/31/1992,318393
01/24/1992,322809
01/17/1992,317138
01/10/1992,318314
01/3/1992,314823
12/27/1991,308857
12/20/1991,318937
12/13/1991,323089
12/6/1991,329127
11/29/1991,324131
11/22/1991,329588
11/15/1991,335596
11/8/1991,330460
11/1/1991,326645
10/25/1991,332763
10/18/1991,323942
10/11/1991,326402
10/4/1991,323069
09/27/1991,324157
09/20/1991,319450
09/13/1991,319319
09/6/1991,325886
08/30/1991,335646
08/23/1991,333744
08/16/1991,328440
08/9/1991,330373
08/2/1991,328659
07/26/1991,327970
07/19/1991,331739
07/12/1991,333524
07/5/1991,334579
06/28/1991,333376
06/21/1991,336429
06/14/1991,337807
06/7/1991,337008
05/31/1991,336202
05/24/1991,329325
05/17/1991,329898
05/10/1991,323906
05/3/1991,324141
04/26/1991,328220
04/19/1991,322676
04/12/1991,325762
04/5/1991,321264
03/29/1991,326275
03/22/1991,321538
03/15/1991,320665
03/8/1991,314290
03/1/1991,315962
02/22/1991,316183
02/15/1991,317278
02/8/1991,311359
02/1/1991,310149
01/25/1991,307043
01/18/1991,307051
01/11/1991,308440
01/4/1991,307542
12/28/1990,315920
12/21/1990,321992
12/14/1990,320154
12/7/1990,321412
11/30/1990,326855
11/23/1990,324268
11/16/1990,327293
11/9/1990,333036
11/2/1990,331392
10/26/1990,327234
10/19/1990,325992
10/12/1990,328752
10/5/1990,336271
09/28/1990,338384
09/21/1990,348211
09/14/1990,353936
09/7/1990,359583
08/31/1990,356710
08/24/1990,361957
08/17/1990,360333
08/10/1990,360003
08/3/1990,364848
07/27/1990,372593
07/20/1990,368024
07/13/1990,370201
07/6/1990,365658
06/29/1990,368708
06/22/1990,367704
06/15/1990,367001
06/8/1990,367486
06/1/1990,365618
05/25/1990,362719
05/18/1990,361994
05/11/1990,358198
05/4/1990,353485
04/27/1990,353507
04/20/1990,349299
04/13/1990,350859
04/6/1990,349942
03/30/1990,342865
03/23/1990,339931
03/16/1990,330696
03/9/1990,332142
03/2/1990,325816
02/23/1990,322293
02/16/1990,326869
02/9/1990,329316
02/2/1990,334128
01/26/1990,324123
01/19/1990,326173
01/12/1990,327819
01/5/1990,324222
12/29/1989,324280
12/22/1989,325360
12/15/1989,328006
12/8/1989,323052
12/1/1989,332385
11/24/1989,324125
11/17/1989,327780
11/10/1989,327954
11/3/1989,320398
10/27/1989,322286
10/20/1989,317150
10/13/1989,323920
10/6/1989,318394
09/29/1989,313121
09/22/1989,310542
09/15/1989,309387
09/8/1989,320241
09/1/1989,317963
08/25/1989,318038
08/18/1989,319131
08/11/1989,310165
08/4/1989,313202
07/28/1989,313680
07/21/1989,312422
07/14/1989,313424
07/7/1989,315749
06/30/1989,315455
06/23/1989,322738
06/16/1989,319223
06/9/1989,321641
06/2/1989,324887
05/26/1989,320489
05/19/1989,322400
05/12/1989,328885
05/5/1989,327039
04/28/1989,316567
04/21/1989,312478
04/14/1989,302086
04/7/1989,306513
03/31/1989,307789
03/24/1989,317835
03/17/1989,318360
03/10/1989,313828
03/3/1989,315037
02/24/1989,305255
02/17/1989,306065
02/10/1989,305217
02/3/1989,313945
01/27/1989,307008
01/20/1989,306513
01/13/1989,302665
01/6/1989,305576
12/30/1988,313654
12/23/1988,314765
12/16/1988,318990
12/9/1988,324248
12/2/1988,319749
11/25/1988,322409
11/18/1988,326823
11/11/1988,318675
11/4/1988,322097
10/28/1988,316401
10/21/1988,315085
10/14/1988,310447
10/7/1988,305450
09/30/1988,306036
09/23/1988,300430
09/16/1988,305143
09/9/1988,311683
09/2/1988,313544
08/26/1988,318511
08/19/1988,323205
08/12/1988,327971
08/5/1988,330335
07/29/1988,332365
07/22/1988,330751
07/15/1988,334259
07/8/1988,339783
07/1/1988,342310
06/24/1988,341838
06/17/1988,344567
06/10/1988,340370
06/3/1988,343019
05/27/1988,341208
05/20/1988,345463
05/13/1988,343544
05/6/1988,340335
04/29/1988,335042
04/22/1988,338077
04/15/1988,333296
04/8/1988,333705
04/1/1988,328537
03/25/1988,327289
03/18/1988,328937
03/11/1988,325188
03/4/1988,325274
02/26/1988,324061
02/19/1988,320876
02/12/1988,312386
02/5/1988,317127
01/29/1988,316008
01/22/1988,319760
01/15/1988,320568
01/8/1988,320851
01/1/1988,333655
12/25/1987,339178
12/18/1987,340670
12/11/1987,338654
12/4/1987,337304
11/27/1987,335814
11/20/1987,338198
11/13/1987,335157
11/6/1987,333255
10/30/1987,328896
10/23/1987,316857
10/16/1987,313755
10/9/1987,310961
10/2/1987,314186
09/25/1987,316043
09/18/1987,312588
09/11/1987,312686
09/4/1987,313494
08/28/1987,309451
08/21/1987,309220
08/14/1987,302412
08/7/1987,300958
07/31/1987,307077
07/24/1987,301702
07/17/1987,298706
07/10/1987,302862
07/3/1987,304943
06/26/1987,304454
06/19/1987,301883
06/12/1987,301345
06/5/1987,300954
05/29/1987,299567
05/22/1987,303381
05/15/1987,300278
05/8/1987,302611
05/1/1987,307567
04/24/1987,298167
04/17/1987,299466
04/10/1987,308491
04/3/1987,314031
03/27/1987,308038
03/20/1987,313392
03/13/1987,305895
03/6/1987,310363
02/27/1987,311491
02/20/1987,308205
02/13/1987,307917
02/6/1987,308479
01/30/1987,309455
01/23/1987,304234
01/16/1987,307260
01/9/1987,316926
01/2/1987,307823
12/26/1986,306597
12/19/1986,317982
12/12/1986,321059
12/5/1986,317980
11/28/1986,321037
11/21/1986,318454
11/14/1986,319679
11/7/1986,315272
10/31/1986,327758
10/24/1986,318425
10/17/1986,320001
10/10/1986,313010
10/3/1986,315751
09/26/1986,313278
09/19/1986,307280
09/12/1986,310490
09/5/1986,306246
08/29/1986,310955
08/22/1986,308755
08/15/1986,310871
08/8/1986,312924
08/1/1986,320012
07/25/1986,310051
07/18/1986,307065
07/11/1986,298871
07/4/1986,299341
06/27/1986,303908
06/20/1986,302543
06/13/1986,299249
06/6/1986,310824
05/30/1986,305568
05/23/1986,308590
05/16/1986,303348
05/9/1986,311336
05/2/1986,317285
04/25/1986,311499
04/18/1986,317219
04/11/1986,319613
04/4/1986,316315
03/28/1986,323395
03/21/1986,314941
03/14/1986,312567
03/7/1986,313853
02/28/1986,310183
02/21/1986,300623
02/14/1986,306754
02/7/1986,311382
01/31/1986,302996
01/24/1986,305632
01/17/1986,297979
01/10/1986,299779
01/3/1986,305147
12/27/1985,298551
12/20/1985,300234
12/13/1985,296771
12/6/1985,300376
11/29/1985,294140
11/22/1985,291676
11/15/1985,288284
11/8/1985,290134
11/1/1985,290776
10/25/1985,298122
10/18/1985,294952
10/11/1985,302337
10/4/1985,294662
09/27/1985,291175
09/20/1985,289541
09/13/1985,294828
09/6/1985,294402
08/30/1985,299740
08/23/1985,294068
08/16/1985,304954
08/9/1985,307275
08/2/1985,302128
07/26/1985,307219
07/19/1985,313728
07/12/1985,314931
07/5/1985,320782
06/28/1985,323682
06/21/1985,330077
06/14/1985,331306
06/7/1985,330564
05/31/1985,333399
05/24/1985,333896
05/17/1985,328263
05/10/1985,327605
05/3/1985,330347
04/26/1985,322205
04/19/1985,309715
04/12/1985,304744
04/5/1985,302000
03/29/1985,313149
03/22/1985,310423
03/15/1985,307344
03/8/1985,303198
03/1/1985,298757
02/22/1985,295928
02/15/1985,298076
02/8/1985,305989
02/1/1985,309460
01/25/1985,317918
01/18/1985,326508
01/11/1985,324107
01/4/1985,319923
12/28/1984,322281
12/21/1984,320537
12/14/1984,331783
12/7/1984,322292
11/30/1984,325608
11/23/1984,332639
11/16/1984,334201
11/9/1984,325115
11/2/1984,314922
10/26/1984,320900
10/19/1984,315273
10/12/1984,318610
10/5/1984,311211
09/28/1984,308426
09/21/1984,306957
09/14/1984,318007
09/7/1984,318672
08/31/1984,321597
08/24/1984,326092
08/17/1984,323344
08/10/1984,333554
08/3/1984,332398
07/27/1984,331607
07/20/1984,339830
07/13/1984,333149
07/6/1984,330378
06/29/1984,335999
06/22/1984,331714
06/15/1984,338234
06/8/1984,342189
06/1/1984,339659
05/25/1984,332465
05/18/1984,340510
05/11/1984,332296
05/4/1984,326633
04/27/1984,319724
04/20/1984,323505
04/13/1984,324087
04/6/1984,320689
03/30/1984,310506
03/23/1984,309072
03/16/1984,312445
03/9/1984,313132
03/2/1984,317746
02/24/1984,317999
02/17/1984,322097
02/10/1984,320037
02/3/1984,320842
01/27/1984,324301
01/20/1984,327811
01/13/1984,331804
01/6/1984,328070
12/30/1983,327028
12/23/1983,326469
12/16/1983,330911
12/9/1983,332192
12/2/1983,326264
11/25/1983,330704
11/18/1983,334859
11/11/1983,339341
11/4/1983,335837
10/28/1983,324210
10/21/1983,331681
10/14/1983,334292
10/7/1983,331723
09/30/1983,329028
09/23/1983,328203
09/16/1983,328092
09/9/1983,326370
09/2/1983,328895
08/26/1983,325015
08/19/1983,320879
08/12/1983,314861
08/5/1983,322642
07/29/1983,326267
07/22/1983,323643
07/15/1983,324265
07/8/1983,326776
07/1/1983,333387
06/24/1983,331611
06/17/1983,332713
06/10/1983,333407
06/3/1983,334607
05/20/1983,345545
05/13/1983,342703
04/29/1983,342707
04/15/1983,340539
04/8/1983,335263
04/1/1983,331215
03/25/1983,337155
03/18/1983,335901
03/11/1983,341753
03/4/1983,339216
02/25/1983,349452
02/18/1983,342040
02/11/1983,338719
02/4/1983,332527
01/28/1983,339617
01/21/1983,334178
01/14/1983,339028
01/7/1983,326701
12/31/1982,330150
12/24/1982,335061
12/17/1982,338912
12/10/1982,337943
12/3/1982,332447
11/26/1982,325639
11/19/1982,331264
11/12/1982,323448
11/5/1982,331057
10/29/1982,333067
10/22/1982,334370
10/15/1982,326979
10/8/1982,335260
10/1/1982,334786
09/24/1982,335586
08/27/1982,336138
08/20/1982,338764
